so_ID
141384
142528
141593
141594
141673
142722
141623
141518
141818
141884
141934
141982
142319
141891
173148
172596
173050
172495
173318
173453
173242
173282
173206
173612
251455
252020
251448
251591
252171
252236
252428
252214
210380
210431
210135
210750
210959
210832
210863
210900
155179
155116
154859
155522
154993
155904
156017
156787
156036
156646
156652
156786
155790
156429
218712
218777
218799
218911
219161
219296
218990
219088
219138
219234
218714
218414
218413
218974
219058
171742
203263
204461
204070
204793
203901
204227
204029
203123
205301
203312
203262
203456
203416
196846
196791
196734
197397
198340
196981
198137
198234
197092
198312
198313
197488
198054
177093
177094
177035
177128
178361
178225
178804
178805
177854
178280
178281
177898
177853
177899
177906
178392
178466
203119
203313
203472
204463
203444
204037
204777
204295
204648
203934
204000
203311
203864
162951
163852
162234
163063
162349
163636
162884
162510
162591
162669
162720
163381
210862
210751
210960
210747
211563
210812
210870
210901
211522
210115
210189
210099
210276
210372
210430
210140
229288
229087
229091
229093
229130
229340
229804
229108
230976
229023
229008
229859
229862
229866
229922
230013
230097
230120
170397
170302
170305
170348
170447
170085
170882
171019
171020
170844
170860
171409
171554
170799
193404
193424
193449
195649
194573
194780
194354
194674
194683
194169
193854
193804
193870
194006
196863
196792
196735
197390
197391
198337
196982
198235
197093
197690
197908
197493
198056
225707
225610
227119
225623
225847
226817
226818
226820
226882
227035
225581
193415
194571
194782
194355
194685
194195
193805
193855
194012
193911
182928
182930
182933
182936
181687
181627
181864
182654
181783
182531
182373
182374
183517
182375
182372
182761
168444
168445
225458
167783
167880
168390
169486
169612
229341
229805
225459
168301
230977
229024
168633
169032
169033
169034
169042
169380
229917
229953
229985
230042
230096
230121
168446
229109
229009
229877
203314
203474
204462
203445
204788
203882
204311
203956
203957
204014
204649
155167
155178
155189
155195
155196
155203
154860
155525
155031
155909
156655
155791
156039
156434
155947
225708
225611
225791
225794
227120
225625
225848
226821
226881
226911
226939
225582
227036
210100
210373
210432
210142
210752
210961
211565
210902
173142
173149
172555
172597
173051
172496
173325
173246
173458
173533
153190
151178
151549
151637
151322
152374
153194
150937
151416
153184
153189
151273
151315
153116
218678
218415
218699
218800
218914
218591
219162
219297
219060
218991
219097
219235
218976
219222
219144
147881
148552
148668
148551
148169
149254
148194
149980
149988
150147
149952
149979
149741
150112
202347
218592
218801
218915
218594
219164
219298
219059
218992
219236
181344
179481
179818
179866
181119
179525
180760
180761
180093
180976
180135
180289
180904
181019
180094
180180
180227
180320
145611
145650
145561
145564
145565
145562
145881
146907
145812
146356
146391
147528
147565
147680
146421
147329
146436
147064
157567
157972
158054
157450
157245
158346
158690
158691
157166
158900
159069
159212
159214
159215
159313
158886
158569
157644
158742
158764
158826
158992
158993
158994
158995
158996
158997
170651
170349
170453
170086
170258
170883
170845
170862
171410
177095
177036
177129
178543
178584
178755
178042
178043
178044
178045
178046
178047
178048
178049
178050
178051
178052
178053
178753
177907
178169
178282
178299
178754
177951
178752
251927
251460
252023
252182
252238
252293
252348
252372
252429
252179
252190
251836
162281
162283
162350
163637
162886
162592
162608
162670
162732
163382
226902
226991
227037
226822
201660
225709
225710
225712
225714
225743
225612
225793
225801
227121
225626
225842
226819
179718
179867
181080
179526
180095
180136
180905
142533
141596
141597
141674
141675
141685
141385
142723
141625
141547
141820
141886
141989
143501
141893
196858
196861
196864
196874
196793
196736
197398
198341
196983
197094
197805
197494
198059
198233
203199
204290
203924
203995
203475
204464
203480
203859
203925
204705
182938
182939
202437
181688
181628
181869
181871
181874
181876
182656
229088
229183
229342
229806
181784
230978
229026
229900
229949
230014
230093
229010
182532
182376
183518
182762
230122
173028
172541
173150
172710
172764
172765
173039
195138
194564
194783
194356
194170
193853
194014
193806
193868
193912
147975
148550
148159
149255
148195
149982
149990
150113
150149
149955
150535
149764
218772
218773
218779
218802
218912
218602
219165
219221
219345
218993
219089
219139
219237
218977
218715
218593
218778
143686
143687
143532
143533
143534
143816
144806
143646
144028
144136
144444
144902
143535
248338
248793
249481
248278
248245
248861
249002
249017
249073
248503
248916
210273
210277
210374
210433
210144
211564
211668
210102
210753
210833
210864
225613
227122
225656
225839
227038
226823
173151
173152
172556
172594
172599
172723
172724
172725
173052
172520
173294
173613
177158
177126
177096
177097
177098
177037
177130
178342
178352
178357
178418
178424
178426
178427
178431
178437
178465
178469
178470
178471
178483
178485
178493
178496
178545
178591
178369
178847
178251
178382
178384
178410
178440
178488
178501
177901
178033
178034
178035
178036
178037
178038
178039
178040
178041
178060
178061
177950
177908
178173
177953
178024
178025
178026
178027
178028
178029
178030
178031
178032
178283
178300
178105
178137
178139
178142
178002
178127
178129
178130
195233
194560
194784
194357
193390
179482
179719
179868
181106
179553
180906
181227
180773
229029
229082
229196
229120
229133
229184
229185
229234
229343
229807
230979
229033
229947
230015
230091
230778
229254
230123
165590
165591
165593
165595
164972
164119
164271
165030
165031
165032
165033
165467
164186
164881
165390
164686
182944
181689
181629
182657
181752
182533
182377
183520
182763
182997
181878
182589
171173
171169
170398
170306
170350
170087
170846
170863
171553
170809
170259
170460
171411
151180
151580
151651
151667
151328
152380
150938
151258
151419
152943
152944
152947
151265
151276
151318
179483
179869
181067
179527
180096
180137
180115
180181
180762
180907
180777
180778
229344
229808
231004
229037
229901
230043
230070
230124
229255
229926
210193
210199
210250
210375
210754
210962
211566
210903
210104
210434
210145
210813
248795
249485
248250
248860
248863
248976
249019
249074
249675
249674
249673
248510
248917
195234
194544
194785
195304
194358
194698
194701
193788
194016
194201
193807
193913
164973
164981
164121
162351
164107
165455
164160
164887
165491
164693
164740
164749
164687
164235
165132
165133
165134
165378
182658
181753
182999
181690
181630
182777
183036
183037
182534
182378
183519
182400
182764
182591
145615
145569
145572
145574
145663
145664
145852
146911
145814
146360
146539
147567
147585
147604
146428
146396
147531
147067
218397
218398
218399
218595
218803
218611
219166
219299
219474
219063
218994
219145
218900
219098
219239
143658
143819
144776
144924
144032
144137
144207
144446
145318
145319
145320
144187
144869
143648
171170
171171
171172
170399
170134
170260
170307
170351
170088
171005
170847
170864
171413
171552
170810
171017
172548
172711
173053
173526
176177
203315
203227
203476
204468
203446
204036
204055
204772
204773
203854
204285
204650
203917
203991
205302
204706
204707
210105
210376
210201
210755
210963
211567
